,UNITID,Year,INSTNM,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,ACTCMMID,SAT_AVG,UGDS,NUM4_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,INEXPFTE,AVGFACSAL,C150_4,RET_FT4,PCTFLOAN,CDR2,COMP_ORIG_YR2_RT,COMP_4YR_TRANS_YR2_RT,WDRAW_ORIG_YR2_RT,COMPL_RPY_3YR_RT,OVERALL_YR4_N,DEBT_MDN,MN_EARN_WNE_P10,ICLEVEL,UGDS_MEN,UGDS_WOMEN,GRADS,BOOKSUPPLY,ROOMBOARD_ON,GT_THRESHOLD_P8,cluster
1916,216852.0,2011,Widener University,3.0,4.0,2.0,0.7011,,1005.0,3057.0,628.0,33270.0,33270.0,12919.0,7803.0,0.481,0.7324,0.7276,0.03,0.095860566,,0.164488017,0.8703703704,984.0,16500.0,,1.0,0.456,0.544,1647.0,1200.0,11720.0,,5
1917,216931.0,2011,Wilkes University,3.0,4.0,2.0,0.7554,,1060.0,2043.0,448.0,27178.0,27178.0,7728.0,7595.0,0.6436,0.7913,0.7446,0.032,0.064992615,,0.1211226,0.8840909091,604.0,17125.0,,1.0,0.5164,0.4836,3742.0,1500.0,11470.0,,5
1918,217059.0,2011,York College of Pennsylvania,3.0,4.0,2.0,0.4827,22.0,1067.0,5158.0,865.0,15140.0,15140.0,7580.0,7817.0,0.6162,0.7564,0.6645,0.018,0.085596708,,0.125925926,0.8942826321,1118.0,15697.0,,1.0,0.4424,0.5576,260.0,1200.0,8530.0,,5
1920,217156.0,2011,Brown University,3.0,4.0,2.0,0.0934,31.0,1415.0,6102.0,495.0,40820.0,40820.0,27889.0,11766.0,0.9559,0.9745,0.2495,0.005,0.085227273,,0.032670455,0.9473684211,700.0,11193.5,,1.0,0.4782,0.5218,2387.0,1310.0,10540.0,,5
1921,217165.0,2011,Bryant University,3.0,4.0,2.0,0.5322,25.0,1141.0,3332.0,505.0,33357.0,33357.0,9058.0,10953.0,0.7622,0.8707,0.6822,0.01,0.079949239,,0.029187817,0.9601449275,690.0,22125.0,,1.0,0.5858,0.4142,241.0,1300.0,12215.0,,5
1922,217235.0,2011,Johnson & Wales University-Providence,3.0,4.0,2.0,0.7748,,,9227.0,1780.0,24429.0,24429.0,4305.0,6799.0,0.5708,0.7544,0.7658,0.076,0.228099174,0.005991736,0.201652893,0.8344718865,4644.0,15000.0,,1.0,0.4422,0.5578,1271.0,1500.0,9918.0,,5
1924,217402.0,2011,Providence College,3.0,4.0,2.0,0.6716,26.0,1161.0,4071.0,626.0,39435.0,39435.0,10288.0,8575.0,0.8591,0.9079,0.5385,0.009,0.069767442,,0.049247606,0.953307393,643.0,21182.0,,1.0,0.4355,0.5645,694.0,900.0,11780.0,,5
1928,217493.0,2011,Rhode Island School of Design,3.0,4.0,2.0,0.3429,26.0,1237.0,1975.0,166.0,38295.0,38295.0,18918.0,9451.0,0.8668,0.9434,0.4031,0.021,0.36,,,0.9339339339,332.0,18125.0,,1.0,0.318,0.682,431.0,2700.0,11310.0,,5
1929,217518.0,2011,Roger Williams University,3.0,4.0,2.0,0.7884,,1075.0,4310.0,777.0,29718.0,29718.0,14125.0,9454.0,0.6197,0.7856,0.5685,0.029,0.051948052,,0.083116883,0.9559322034,828.0,17500.0,,1.0,0.513,0.487,370.0,900.0,12740.0,,5
1930,217536.0,2011,Salve Regina University,3.0,4.0,2.0,0.6959,24.0,1098.0,2020.0,394.0,31450.0,31450.0,8094.0,7407.0,0.6846,0.8403,0.7064,0.028,0.044265594,,0.054325956,,486.0,20125.0,,1.0,0.3099,0.6901,584.0,900.0,11300.0,,5
1932,217633.0,2011,Anderson University,3.0,4.0,2.0,0.7076,22.0,1040.0,1995.0,325.0,19950.0,19950.0,4329.0,5593.0,0.44,0.6822,0.5854,0.038,0.089147287,,0.153100775,0.7978723404,422.0,11500.0,,1.0,0.3363,0.6637,200.0,1600.0,7550.0,,5
1933,217688.0,2011,Charleston Southern University,3.0,4.0,2.0,0.585,21.0,970.0,2753.0,536.0,19854.0,19854.0,3849.0,5447.0,0.3408,0.642,0.7434,0.038,0.088100687,,0.169336384,0.7662082515,867.0,11500.0,,1.0,0.3683,0.6317,445.0,1300.0,7616.0,,5
1937,217776.0,2011,Southern Wesleyan University,3.0,4.0,2.0,0.9373,20.0,976.0,1446.0,144.0,19500.0,19500.0,4815.0,5137.0,0.3851,0.7024,0.6792,0.074,0.105566219,,0.230326296,0.6964285714,508.0,14750.0,,1.0,0.3956,0.6044,427.0,950.0,8150.0,,5
1941,217873.0,2011,Claflin University,3.0,4.0,2.0,0.3478,17.0,851.0,1775.0,359.0,13168.0,13168.0,6946.0,5678.0,0.4603,0.6961,0.9089,0.088,0.094501718,,0.161512028,0.5494186047,522.0,16431.0,,1.0,0.3442,0.6558,89.0,1500.0,7078.0,,5
1944,217934.0,2011,Columbia College,3.0,4.0,2.0,0.7676,22.0,1027.0,1156.0,158.0,24060.0,24060.0,6441.0,5229.0,0.5402,0.6147,0.8173,0.059,0.086633663,,0.148514852,0.7971698113,383.0,14750.0,,1.0,0.0208,0.9792,205.0,1100.0,6574.0,,5
1948,218070.0,2011,Furman University,3.0,4.0,2.0,0.6787,28.0,1263.0,2728.0,305.0,38088.0,38088.0,17470.0,8087.0,0.8428,0.8855,0.3749,0.003,0.052369077,,0.044887781,0.8848314607,311.0,18500.0,,1.0,0.4201,0.5799,235.0,1150.0,9572.0,,5
1956,218441.0,2011,North Greenville University,3.0,4.0,2.0,0.593,25.0,1108.0,1988.0,324.0,12820.0,12820.0,4430.0,5183.0,0.4684,0.6904,0.4908,0.032,0.054580897,,0.115009747,0.8350515464,494.0,9500.0,,1.0,0.5106,0.4894,173.0,1680.0,7510.0,,5
1974,219000.0,2011,Augustana University,3.0,4.0,2.0,0.8277,26.0,1165.0,1717.0,330.0,25104.0,25104.0,9260.0,5779.0,0.6735,0.8585,0.7036,0.02,0.055155875,,0.100719425,0.9579831933,375.0,20500.0,,1.0,0.3698,0.6302,26.0,1000.0,6486.0,,5
1985,219383.0,2011,University of Sioux Falls,3.0,4.0,2.0,0.9434,23.0,1047.0,1190.0,232.0,21890.0,21890.0,5588.0,5146.0,0.5127,0.7022,0.7369,0.034,0.138095238,,0.133333333,0.8942307692,357.0,12500.0,,1.0,0.4681,0.5319,329.0,900.0,6330.0,,5
1991,219709.0,2011,Belmont University,3.0,4.0,2.0,0.814,26.0,1175.0,4554.0,501.0,23680.0,23680.0,8403.0,7886.0,0.6685,0.8154,0.4906,0.031,0.151927438,,0.069160998,0.8800773694,715.0,15500.0,,1.0,0.4286,0.5714,1285.0,1350.0,9030.0,,5
1992,219718.0,2011,Bethel University,3.0,4.0,2.0,0.5242,21.0,967.0,2724.0,306.0,12242.0,12242.0,5423.0,4036.0,0.3175,0.6222,0.8277,0.118,0.126126126,,0.214214214,0.6217105263,713.0,10250.0,,1.0,0.4218,0.5782,1671.0,1000.0,6926.0,,5
1993,219790.0,2011,Bryan College-Dayton,3.0,4.0,2.0,0.526,24.0,1096.0,1048.0,138.0,18620.0,18620.0,3992.0,4902.0,0.553,0.7435,0.5583,0.038,0.066496164,,0.291560102,0.7866666667,344.0,8691.0,,1.0,0.4609,0.5391,69.0,1400.0,5454.0,,5
1994,219806.0,2011,Carson-Newman University,3.0,4.0,2.0,0.689,23.0,1057.0,1730.0,382.0,20562.0,20562.0,6178.0,5154.0,0.5335,0.6816,0.6178,0.077,0.111340206,,0.113402062,0.8210116732,457.0,11500.0,,1.0,0.4474,0.5526,302.0,1092.0,5918.0,,5
1996,219833.0,2011,Christian Brothers University,3.0,4.0,2.0,0.4895,24.0,1092.0,1337.0,220.0,24870.0,24870.0,5804.0,5568.0,0.5484,0.7409,0.6379,0.083,,,0.161585366,0.7872340426,312.0,13433.5,,1.0,0.4555,0.5445,477.0,1500.0,6590.0,,5
1999,219949.0,2011,Cumberland University,3.0,4.0,2.0,0.5642,23.0,1047.0,1062.0,149.0,18256.0,18256.0,4463.0,4762.0,0.3202,0.68,0.5841,0.093,0.192528736,,0.17816092,0.7647058824,304.0,13500.0,,1.0,0.435,0.565,255.0,1400.0,6276.0,,5
2000,219976.0,2011,Lipscomb University,3.0,4.0,2.0,0.6039,25.0,1138.0,2588.0,359.0,22000.0,22000.0,7107.0,7203.0,0.5516,0.7277,0.5819,0.049,0.081168831,,0.099025974,0.8602941176,444.0,9500.0,,1.0,0.4208,0.5792,1098.0,1500.0,8570.0,,5
2003,220215.0,2011,Freed-Hardeman University,3.0,4.0,2.0,0.9986,23.0,1066.0,1456.0,311.0,15922.0,15922.0,5917.0,5825.0,0.5499,0.7605,0.7807,0.066,0.092457421,,0.160583942,0.865942029,351.0,14083.0,,1.0,0.4547,0.5453,502.0,2000.0,7216.0,,5
2005,220516.0,2011,King University,3.0,4.0,2.0,0.6715,22.0,998.0,1534.0,196.0,22908.0,22908.0,4681.0,4609.0,0.5698,0.6812,0.8525,0.069,0.337164751,,0.107279694,0.8526315789,435.0,11038.0,,1.0,0.3638,0.6362,278.0,1200.0,7790.0,,5
2007,220613.0,2011,Lee University,3.0,4.0,2.0,0.6434,24.0,1071.0,3714.0,500.0,12220.0,12220.0,5059.0,4895.0,0.4799,0.7091,0.5047,0.081,0.107614213,,0.172588833,,851.0,12500.5,,1.0,0.4268,0.5732,371.0,1000.0,5850.0,,5
2008,220631.0,2011,Lincoln Memorial University,3.0,4.0,2.0,0.9331,24.0,1084.0,1689.0,257.0,16200.0,16200.0,6011.0,5554.0,0.3632,0.6242,0.6423,0.051,0.211246201,,0.272036474,0.7449856734,565.0,10439.0,,1.0,0.2913,0.7087,2659.0,1250.0,7350.0,,5
2015,221351.0,2011,Rhodes College,3.0,4.0,2.0,0.4193,28.0,1265.0,1696.0,167.0,34580.0,34580.0,15762.0,7068.0,0.7975,0.8741,0.3698,0.009,,,0.054852321,0.8787878788,224.0,17454.0,,1.0,0.4233,0.5767,18.0,1071.0,8480.0,,5
2018,221519.0,2011,The University of the South,3.0,4.0,2.0,0.6231,28.0,1262.0,1432.0,62.0,35862.0,35862.0,14338.0,9080.0,0.8086,0.8529,0.3873,0.007,,,0.056410256,0.8790322581,177.0,11767.0,,1.0,0.4644,0.5356,81.0,800.0,10250.0,,5
2020,221661.0,2011,Southern Adventist University,3.0,4.0,2.0,0.8037,22.0,1025.0,2584.0,392.0,17712.0,17712.0,8266.0,4504.0,0.503,0.7277,0.5693,0.033,0.13028169,,0.158450704,0.8868613139,548.0,11250.0,,1.0,0.4512,0.5488,321.0,1100.0,5574.0,,5
2027,221892.0,2011,Trevecca Nazarene University,3.0,4.0,2.0,0.693,22.0,1024.0,1254.0,220.0,18518.0,18518.0,6261.0,5661.0,0.4641,0.7792,0.7034,0.056,0.108040201,,0.281407035,0.7166666667,413.0,11500.0,,1.0,0.4338,0.5662,1033.0,1100.0,7734.0,,5
2029,221953.0,2011,Tusculum University,3.0,4.0,2.0,0.7005,21.0,986.0,2019.0,282.0,19920.0,19920.0,3716.0,4473.0,0.3678,0.6043,0.7603,0.104,0.134416544,,0.17577548,0.6876404494,711.0,13087.0,,1.0,0.4136,0.5864,230.0,1200.0,8000.0,,5
2030,221971.0,2011,Union University,3.0,4.0,2.0,0.7865,26.0,1173.0,2476.0,329.0,22390.0,22390.0,7849.0,7005.0,0.5947,0.8411,0.4894,0.045,0.142201835,,0.181957187,0.8,553.0,14625.0,,1.0,0.3946,0.6054,1186.0,1200.0,8200.0,,5
2031,221999.0,2011,Vanderbilt University,3.0,4.0,2.0,0.1795,32.0,1433.0,6836.0,399.0,39930.0,39930.0,70226.0,11300.0,0.9061,0.9662,0.1482,0.018,0.112068966,,0.038793103,0.898989899,794.0,11611.0,,1.0,0.4896,0.5104,5835.0,1344.0,13058.0,,5
2034,222178.0,2011,Abilene Christian University,3.0,4.0,2.0,0.5253,25.0,1104.0,3756.0,659.0,22760.0,22760.0,6818.0,6718.0,0.5688,0.7088,0.6055,0.054,0.051977401,,0.124293785,0.8742331288,846.0,15000.0,,1.0,0.4627,0.5373,922.0,1250.0,7884.0,,5
2041,222983.0,2011,Austin College,3.0,4.0,2.0,0.8302,26.0,1200.0,1289.0,270.0,29235.0,29235.0,12988.0,7362.0,0.7946,0.8402,0.6143,0.019,0.10041841,,0.054393305,0.9075630252,243.0,17500.0,,1.0,0.4453,0.5547,21.0,1200.0,9599.0,,5
2043,223232.0,2011,Baylor University,3.0,4.0,2.0,0.4778,27.0,1210.0,12376.0,1970.0,29884.0,29884.0,13097.0,8531.0,0.7114,0.8192,0.5095,0.042,0.043271311,0.005192557,0.083513631,0.8894409938,1921.0,15000.0,,1.0,0.4222,0.5778,2462.0,1398.0,8331.0,,5
2053,224004.0,2011,Concordia University Texas,3.0,4.0,2.0,0.6314,22.0,1027.0,1296.0,195.0,21700.0,21700.0,4684.0,5858.0,0.3289,0.5778,0.6578,0.062,0.063613232,,0.195928753,0.8804347826,352.0,9500.0,,1.0,0.3773,0.6227,1248.0,1375.0,8160.0,,5
2056,224226.0,2011,Dallas Baptist University,3.0,4.0,2.0,0.4313,23.0,1083.0,3459.0,198.0,18690.0,18690.0,6578.0,6923.0,0.4691,0.7657,0.6043,0.053,0.194652406,,0.190374332,0.7678832117,893.0,11650.0,,1.0,0.4097,0.5903,1947.0,2040.0,5868.0,,5
2057,224323.0,2011,University of Dallas,3.0,4.0,2.0,0.9107,27.0,1219.0,1333.0,211.0,29530.0,29530.0,8863.0,6021.0,0.7407,0.8182,0.5707,0.034,0.033670034,,0.094276094,0.8602150538,262.0,13875.0,,1.0,0.4914,0.5086,1506.0,1700.0,8650.0,,5
2071,225247.0,2011,Hardin-Simmons University,3.0,4.0,2.0,0.3474,23.0,1043.0,1878.0,328.0,20990.0,20990.0,8963.0,6300.0,0.4839,0.6748,0.7277,0.063,0.071161049,,0.129213483,0.8411458333,497.0,12808.0,,1.0,0.4515,0.5485,435.0,800.0,6282.0,,5
2074,225399.0,2011,Houston Baptist University,3.0,4.0,2.0,0.3777,24.0,1078.0,2188.0,389.0,23180.0,23180.0,6781.0,6671.0,0.4413,0.6307,0.5456,0.048,0.056162247,0.018720749,0.152886115,0.7860082305,432.0,9500.0,,1.0,0.3423,0.6577,399.0,1350.0,6975.0,,5
2081,225548.0,2011,Howard Payne University,3.0,4.0,2.0,0.6223,21.0,986.0,1157.0,163.0,19950.0,19950.0,7508.0,4827.0,0.386,0.6732,0.5801,0.065,0.084745763,,0.132768362,0.8272727273,391.0,10875.0,,1.0,0.5264,0.4736,19.0,1200.0,5694.0,,5
2082,225627.0,2011,University of the Incarnate Word,3.0,4.0,2.0,0.6793,21.0,967.0,5456.0,523.0,21890.0,21890.0,5714.0,7239.0,0.3819,0.7531,0.6392,0.078,0.09800129,0.010960671,0.207607995,0.7275167785,1287.0,14375.0,,1.0,0.3554,0.6446,1750.0,1200.0,9220.0,,5
2090,226231.0,2011,LeTourneau University,3.0,4.0,2.0,0.5874,26.0,1162.0,2760.0,249.0,21980.0,21980.0,5765.0,5682.0,0.4954,0.7611,0.7234,0.043,0.099045346,,0.198090692,0.8161888702,1033.0,15750.0,,1.0,0.4696,0.5304,329.0,1390.0,8390.0,,5
2092,226383.0,2011,Lubbock Christian University,3.0,4.0,2.0,0.5999,22.0,990.0,1613.0,183.0,16180.0,16180.0,4978.0,5367.0,0.4792,0.6071,0.8079,0.07,0.184855234,,0.167037862,0.8126582278,539.0,12625.0,,1.0,0.4284,0.5716,399.0,1150.0,6368.0,,5
2094,226471.0,2011,University of Mary Hardin-Baylor,3.0,4.0,2.0,0.3741,23.0,1044.0,2653.0,430.0,21600.0,21600.0,7660.0,6311.0,0.4682,0.5966,0.7311,0.053,0.122503329,,0.107856192,0.8377823409,723.0,12000.0,,1.0,0.3796,0.6204,303.0,1200.0,6040.0,,5
2107,227331.0,2011,Our Lady of the Lake University,3.0,4.0,2.0,0.4855,19.0,910.0,1553.0,219.0,21900.0,21900.0,7877.0,6550.0,0.3194,0.6032,0.7367,0.065,0.151624549,,0.158844765,0.7090909091,537.0,12250.0,,1.0,0.2646,0.7354,1163.0,1200.0,6838.0,,5
2114,227757.0,2011,Rice University,3.0,4.0,2.0,0.2129,32.0,1435.0,3485.0,294.0,33771.0,33771.0,37032.0,12207.0,0.9159,0.9506,0.2064,0.012,0.103030303,,,0.9285714286,360.0,8687.5,,1.0,0.5245,0.4755,2350.0,800.0,11750.0,,5
2117,227845.0,2011,Saint Edward's University,3.0,4.0,2.0,0.6284,25.0,1118.0,4437.0,533.0,26484.0,26484.0,8503.0,7558.0,0.685,0.8269,0.5776,0.051,0.129518072,,0.108433735,0.8024539877,812.0,16000.0,,1.0,0.3982,0.6018,978.0,1100.0,8236.0,,5
2119,227863.0,2011,University of St Thomas,3.0,4.0,2.0,0.8116,26.0,1151.0,1543.0,177.0,23500.0,23500.0,9091.0,7260.0,0.4714,0.7535,0.4291,0.056,0.108108108,,0.084084084,0.867768595,314.0,13750.0,,1.0,0.4005,0.5995,1864.0,1030.0,7900.0,,5
2123,228042.0,2011,Schreiner University,3.0,4.0,2.0,0.601,22.0,1007.0,1036.0,264.0,19548.0,19548.0,6100.0,5265.0,0.4657,0.6298,0.7753,0.075,0.224376731,,0.180055402,0.7591623037,313.0,9990.0,,1.0,0.445,0.555,33.0,1200.0,9390.0,,5
2124,228149.0,2011,St. Mary's University,3.0,4.0,2.0,0.614,22.0,1017.0,2426.0,454.0,22576.0,22576.0,8217.0,8559.0,0.5983,0.7815,0.7049,0.044,0.092257002,,0.095551895,0.8038379531,601.0,16125.0,,1.0,0.418,0.582,1668.0,1300.0,7550.0,,5
2127,228246.0,2011,Southern Methodist University,3.0,4.0,2.0,0.5386,28.0,1245.0,6116.0,545.0,37230.0,37230.0,13980.0,9952.0,0.7441,0.886,0.3298,0.037,0.273364486,,0.059579439,0.8998732573,761.0,15000.0,,1.0,0.4702,0.5298,4746.0,800.0,12655.0,,5
2129,228325.0,2011,Southwestern Assemblies of God University,3.0,4.0,2.0,0.3715,,,1732.0,207.0,14830.0,14830.0,5020.0,5057.0,0.3911,0.6696,0.7152,0.093,0.067641682,,0.26142596,0.7659574468,435.0,9500.0,,1.0,0.511,0.489,322.0,1228.0,6314.0,,5
2147,228875.0,2011,Texas Christian University,3.0,4.0,2.0,0.5274,26.0,1175.0,7804.0,809.0,30090.0,30090.0,13538.0,8952.0,0.7383,0.8597,0.3572,0.043,0.125464684,0.012081784,0.065055762,0.9034090909,1020.0,15000.0,,1.0,0.4063,0.5937,1289.0,1000.0,10010.0,,5
2153,229160.0,2011,Texas Wesleyan University,3.0,4.0,2.0,0.4861,21.0,984.0,1832.0,143.0,18710.0,18710.0,8420.0,8046.0,0.358,0.6612,0.8502,0.053,0.039923954,,,0.6433566434,468.0,26125.0,,1.0,0.3717,0.6283,1534.0,1052.0,6687.0,,5
2155,229267.0,2011,Trinity University,3.0,4.0,2.0,0.6274,29.0,1281.0,2276.0,280.0,30015.0,30015.0,13239.0,8646.0,0.7844,0.9034,0.353,0.025,0.058282209,,0.036809816,0.9452887538,280.0,16393.0,,1.0,0.4741,0.5259,202.0,950.0,10311.0,,5
2161,229780.0,2011,Wayland Baptist University,3.0,4.0,2.0,0.9973,20.0,925.0,4540.0,147.0,10796.0,10796.0,6285.0,4987.0,0.4198,0.5721,0.3242,0.084,0.069544365,,0.356115108,0.67,786.0,6875.0,,1.0,0.5159,0.4841,1524.0,1300.0,4680.0,,5
2167,230038.0,2011,Brigham Young University,3.0,4.0,2.0,0.6433,28.0,1264.0,30409.0,915.0,4420.0,4420.0,11216.0,10150.0,0.7808,0.8466,0.1839,0.005,0.074573731,,0.098744613,0.9302325581,4849.0,7500.0,,1.0,0.5127,0.4873,3432.0,900.0,7120.0,,5
2168,230047.0,2011,Brigham Young University-Hawaii,3.0,4.0,2.0,0.6133,24.0,1097.0,2773.0,94.0,4330.0,4330.0,11695.0,8502.0,0.5608,0.5833,0.1748,0.046,0.062355658,,0.19630485,0.8648648649,353.0,5123.5,,1.0,0.4569,0.5431,,1300.0,4756.0,,5
2181,230807.0,2011,Westminster College,3.0,4.0,2.0,0.7782,25.0,1127.0,2308.0,249.0,25980.0,25980.0,9298.0,7413.0,0.587,0.786,0.6823,0.011,0.129411765,,0.137254902,0.9,499.0,13297.0,,1.0,0.4324,0.5676,820.0,1000.0,7274.0,,5
2183,230852.0,2011,Champlain College,3.0,4.0,2.0,0.8463,24.0,1098.0,2661.0,437.0,27180.0,27180.0,7224.0,7108.0,0.7296,0.756,0.6897,0.029,0.144846797,,0.157381616,0.9255319149,634.0,15375.0,,1.0,0.5874,0.4126,306.0,600.0,12130.0,,5
2187,230959.0,2011,Middlebury College,3.0,4.0,2.0,0.1722,32.0,1390.0,2502.0,200.0,41414.0,41414.0,21353.0,9731.0,0.9096,0.9635,0.2832,0.011,0.129251701,,,0.9281437126,375.0,12375.0,,1.0,0.4976,0.5024,,1000.0,11086.0,,5
2188,230995.0,2011,Norwich University,3.0,4.0,2.0,0.6564,23.0,1057.0,2218.0,472.0,28738.0,28738.0,6439.0,6937.0,0.5269,0.7678,0.6634,0.033,0.067857143,,0.153571429,0.9585798817,495.0,12000.0,,1.0,0.7326,0.2674,1198.0,1000.0,9958.0,,5
2189,231059.0,2011,Saint Michael's College,3.0,4.0,2.0,0.8246,25.0,1137.0,1862.0,323.0,34845.0,34845.0,10927.0,8001.0,0.7703,0.8868,0.6456,0.006,0.03626943,,0.054404145,0.9671772429,470.0,21725.0,,1.0,0.4785,0.5215,558.0,1200.0,8685.0,,5
2196,231651.0,2011,Regent University,3.0,4.0,2.0,0.8292,24.0,1065.0,2088.0,62.0,12330.0,12330.0,9938.0,7061.0,,0.7164,0.6259,0.037,0.13755796,,0.28748068,0.8256880734,416.0,10500.0,,1.0,0.3625,0.6375,3042.0,780.0,9810.0,,5
2201,232043.0,2011,Eastern Mennonite University,3.0,4.0,2.0,0.7055,23.0,1052.0,1036.0,168.0,25200.0,25200.0,10306.0,5361.0,0.57,0.7477,0.6067,0.015,0.156050955,,0.098726115,0.9345794393,259.0,14375.0,,1.0,0.3591,0.6409,456.0,1000.0,8040.0,,5
2206,232265.0,2011,Hampton University,3.0,4.0,2.0,0.369,21.0,980.0,4361.0,613.0,18074.0,18074.0,6990.0,5917.0,0.5383,0.7443,0.6981,0.096,0.072769953,,0.089984351,0.7917771883,1083.0,15000.0,,1.0,0.3639,0.6361,893.0,1025.0,8048.0,,5
2213,232609.0,2011,University of Lynchburg,3.0,4.0,2.0,0.6666,22.0,1006.0,2166.0,462.0,29905.0,29905.0,9355.0,6528.0,0.5669,0.7218,0.6694,0.046,0.059782609,,0.105072464,0.9060606061,467.0,15000.0,,1.0,0.4072,0.5928,446.0,1000.0,8020.0,,5
2214,232672.0,2011,Mary Baldwin University,3.0,4.0,2.0,0.5235,21.0,971.0,1366.0,209.0,25655.0,25655.0,8155.0,6387.0,0.4722,0.6368,0.686,0.045,0.08172043,,0.139784946,0.81640625,404.0,15112.5,,1.0,0.0505,0.9495,286.0,900.0,7420.0,,5
2216,232706.0,2011,Marymount University,3.0,4.0,2.0,0.8287,21.0,985.0,2265.0,291.0,23426.0,23426.0,7465.0,7367.0,0.5676,0.6615,0.6219,0.019,0.191803279,,0.104918033,0.8849557522,554.0,14962.5,,1.0,0.2817,0.7183,1282.0,800.0,10325.0,,5
2230,233374.0,2011,University of Richmond,3.0,4.0,2.0,0.3299,29.0,1287.0,3292.0,460.0,41610.0,41610.0,15485.0,9476.0,0.8729,0.9325,0.4101,0.011,0.140939597,,0.046979866,0.912596401,470.0,14586.0,,1.0,0.4471,0.5529,948.0,1050.0,8810.0,,5
2232,233541.0,2011,Shenandoah University,3.0,4.0,2.0,0.8455,21.0,998.0,1851.0,315.0,26080.0,26080.0,9177.0,6955.0,0.4738,0.7172,0.7623,0.042,0.172905526,,0.11942959,0.8034188034,431.0,14500.0,,1.0,0.4117,0.5883,1797.0,1500.0,8870.0,,5
2246,234164.0,2011,Virginia Union University,3.0,4.0,2.0,,,,1303.0,482.0,14630.0,14630.0,6406.0,4977.0,0.3179,0.5,0.736,0.116,0.036319613,,0.239709443,0.5508982036,376.0,9500.0,,1.0,0.4582,0.5418,364.0,1200.0,6830.0,,5
2248,234207.0,2011,Washington and Lee University,3.0,4.0,2.0,0.19,31.0,1376.0,1757.0,138.0,40387.0,40387.0,27567.0,10367.0,0.9283,0.9449,0.2325,0.018,,,,,148.0,15000.0,,1.0,0.4991,0.5009,414.0,1700.0,9105.0,,5
2266,235316.0,2011,Gonzaga University,3.0,4.0,2.0,0.7838,27.0,1192.0,4735.0,704.0,30925.0,30925.0,8719.0,7974.0,0.7975,0.9208,0.5481,0.024,0.103729604,,0.051282051,0.9248407643,830.0,18875.5,,1.0,0.4691,0.5309,2933.0,1000.0,8300.0,,5
2274,236133.0,2011,Northwest University,3.0,4.0,2.0,0.6299,22.0,1034.0,1050.0,153.0,23004.0,23004.0,5589.0,5680.0,0.558,0.6963,0.986,0.022,0.09939759,,0.228915663,0.8892405063,288.0,13001.0,,1.0,0.3971,0.6029,274.0,1000.0,6724.0,,5
2276,236230.0,2011,Pacific Lutheran University,3.0,4.0,2.0,0.7751,25.0,1130.0,3196.0,512.0,29200.0,29200.0,10615.0,6715.0,0.6628,0.8216,0.6309,0.024,0.104368932,0.015776699,0.080097087,0.9254901961,763.0,18125.0,,1.0,0.3723,0.6277,276.0,972.0,8801.0,,5
2278,236328.0,2011,University of Puget Sound,3.0,4.0,2.0,0.5231,28.0,1246.0,2576.0,441.0,37225.0,37225.0,15824.0,8260.0,0.7958,0.8599,0.566,0.01,0.176583493,,0.053742802,0.9405034325,523.0,17012.5,,1.0,0.4142,0.5858,239.0,1000.0,9650.0,,5
2280,236452.0,2011,Saint Martin's University,3.0,4.0,2.0,0.8005,21.0,1024.0,1375.0,140.0,26677.0,26677.0,6492.0,5570.0,0.4812,0.7333,0.5533,0.034,0.132564842,,0.141210375,0.8212290503,365.0,15000.0,,1.0,0.48,0.52,334.0,1000.0,8660.0,,5
2283,236577.0,2011,Seattle Pacific University,3.0,4.0,2.0,0.7725,25.0,1145.0,3129.0,493.0,28965.0,28965.0,9872.0,7253.0,0.7109,0.8798,0.626,0.011,0.040118871,0.014858841,0.170876672,0.9376083189,659.0,15000.0,,1.0,0.326,0.674,978.0,942.0,8817.0,,5
2284,236595.0,2011,Seattle University,3.0,4.0,2.0,0.7095,27.0,1174.0,4530.0,557.0,30825.0,30825.0,11588.0,8127.0,0.7413,0.8877,0.602,0.015,0.168857432,,0.095045501,0.8833922261,969.0,18250.0,,1.0,0.3892,0.6108,3252.0,1440.0,9315.0,,5
2292,236896.0,2011,Walla Walla University,3.0,4.0,2.0,0.9086,24.0,1105.0,1528.0,197.0,23454.0,23454.0,10193.0,4626.0,0.571,0.7827,0.6268,0.028,0.128395062,,0.143209877,0.8785425101,383.0,12625.0,,1.0,0.5039,0.4961,242.0,1068.0,5151.0,,5
2299,237066.0,2011,Whitworth University,3.0,4.0,2.0,0.5407,26.0,1178.0,2666.0,416.0,30204.0,30204.0,7946.0,6214.0,0.7932,0.8541,0.6417,0.008,0.132773109,,0.107563025,0.8606271777,508.0,15500.0,,1.0,0.4111,0.5889,287.0,816.0,8450.0,,5
2303,237312.0,2011,University of Charleston,3.0,4.0,2.0,0.5522,23.0,1049.0,1119.0,217.0,24700.0,24700.0,5934.0,6136.0,0.414,0.6996,0.6779,0.098,0.097402597,,0.194805195,0.9022556391,338.0,12000.0,,1.0,0.4066,0.5934,383.0,1200.0,8937.0,,5
